rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
5587,2503.12850,In vivo validation of Wireless Power Transfer System for Magnetically Controlled Robotic Capsule Endoscopy,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.12850
5588,2503.12779,TransDiff: Diffusion-Based Method for Manipulating Transparent Objects Using a Single RGB-D Image,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.12779
5589,2503.12725,Humanoids in Hospitals: A Technical Study of Humanoid Robot Surrogates for Dexterous Medical Interventions,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.12725
5590,2503.12609,VISO-Grasp: Vision-Language Informed Spatial Object-centric 6-DoF Active View Planning and Grasping in Clutter and Invisibility,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12609
5591,2503.12584,MUKCa: Accurate and Affordable Cobot Calibration Without External Measurement Devices,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12584
5592,2503.12579,Focusing Robot Open-Ended Reinforcement Learning Through Users' Purposes,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12579
5593,2503.12549,Grasping Partially Occluded Objects Using Autoencoder-Based Point Cloud Inpainting,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12549
5594,2503.12541,Histogram Transporter: Learning Rotation-Equivariant Orientation Histograms for High-Precision Robotic Kitting,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12541
5595,2503.12533,Being-0: A Humanoid Robotic Agent with Vision-Language Models and Modular Skills,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12533
5596,2503.12531,Towards Suturing World Models: Learning Predictive Models for Robotic Surgical Tasks,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12531
5597,2503.12508,Closed-Loop Control and Disturbance Mitigation of an Underwater Multi-Segment Continuum Manipulator,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12508
5598,2503.12466,Modality-Composable Diffusion Policy via Inference-Time Distribution-level Composition,2025-03-16,missing,1.0,https://arxiv.org/abs/2503.12466
5599,2503.12297,Train Robots in a JIF: Joint Inverse and Forward Dynamics with Human and Robot Demonstrations,2025-03-15,missing,1.0,https://arxiv.org/abs/2503.12297
5600,2503.12243,RISE: Robust Imitation through Stochastic Encoding,2025-03-15,missing,1.0,https://arxiv.org/abs/2503.12243
5601,2503.12049,TACO: Taming Diffusion for in-the-wild Video Amodal Completion,2025-03-15,missing,1.0,https://arxiv.org/abs/2503.12049
5602,2503.12034,Real-Time Manipulation Action Recognition with a Factorized Graph Sequence Encoder,2025-03-15,missing,1.0,https://arxiv.org/abs/2503.12034
5603,2503.11999,Diffusion Dynamics Models with Generative State Estimation for Cloth Manipulation,2025-03-15,missing,1.0,https://arxiv.org/abs/2503.11999
5604,2503.11918,Sketch-to-Skill: Bootstrapping Robot Learning with Human Drawn Trajectory Sketches,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11918
5605,2503.11855,Learning-based Estimation of Forward Kinematics for an Orthotic Parallel Robotic Mechanism,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11855
5606,2503.11646,Adversarial Data Collection: Human-Collaborative Perturbations for Efficient and Robust Robotic Imitation Learning,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11646
5607,2503.11565,Disentangled Object-Centric Image Representation for Robotic Manipulation,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11565
5608,2503.11423,TASTE-Rob: Advancing Video Generation of Task-Oriented Hand-Object Interaction for Generalizable Robotic Manipulation,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11423
5609,2503.11364,Confinement controls bacterial spreading at all scales,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11364
5610,2503.11163,A Benchmarking Study of Vision-based Robotic Grasping Algorithms,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11163
5611,2503.11081,MoMa-Kitchen: A 100K+ Benchmark for Affordance-Grounded Last-Mile Navigation in Mobile Manipulation,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11081
5612,2503.11072,A High-Speed Time-Optimal Trajectory Generation Strategy via a Two-layer Planning Model,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11072
5613,2503.11057,Enhancing Regrasping Efficiency Using Prior Grasping Perceptions with Soft Fingertips,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11057
5614,2503.11049,Fish Mouth Inspired Origami Gripper for Robust Multi-Type Underwater Grasping,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11049
5615,2503.11041,Enhancing Adaptivity of Two-Fingered Object Reorientation Using Tactile-based Online Optimization of Deconstructed Actions,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11041
5616,2503.11012,Robotic Sim-to-Real Transfer for Long-Horizon Pick-and-Place Tasks in the Robotic Sim2Real Competition,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.11012
5617,2503.10966,Is Your Imitation Learning Policy Better than Mine? Policy Comparison with Near-Optimal Stopping,2025-03-14,missing,1.0,https://arxiv.org/abs/2503.10966
5618,2503.10743,Spatial-Temporal Graph Diffusion Policy with Kinematic Modeling for Bimanual Robotic Manipulation,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10743
5619,2503.10626,NIL: No-data Imitation Learning by Leveraging Pre-trained Video Diffusion Models,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10626
5620,2503.10554,NuExo: A Wearable Exoskeleton Covering all Upper Limb ROM for Outdoor Data Collection and Teleoperation of Humanoid Robots,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10554
5621,2503.10484,Learning Robotic Policy with Imagined Transition: Mitigating the Trade-off between Robustness and Optimality,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10484
5622,2503.10334,Enhanced View Planning for Robotic Harvesting: Tackling Occlusions with Imitation Learning,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10334
5623,2503.10322,"Towards Fast, Memory-based and Data-Efficient Vision-Language Policy",2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10322
5624,2503.10307,6D Object Pose Tracking in Internet Videos for Robotic Manipulation,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10307
5625,2503.10177,PRISM: Preference Refinement via Implicit Scene Modeling for 3D Vision-Language Preference-Based Reinforcement Learning,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10177
5626,2503.10164,Safety Control of Impulsive Systems with Control Barrier Functions and Adaptive Gains,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10164
5627,2503.10127,PlanGen: Towards Unified Layout Planning and Image Generation in Auto-Regressive Vision Language Models,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10127
5628,2503.10118,An Real-Sim-Real (RSR) Loop Framework for Generalizable Robotic Policy Transfer with Differentiable Simulation,2025-03-13,missing,1.0,https://arxiv.org/abs/2503.10118
5629,2503.09829,SE(3)-Equivariant Robot Learning and Control: A Tutorial Survey,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09829
5630,2503.09722,The Pitfalls of Imitation Learning when Actions are Continuous,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09722
5631,2503.09527,CombatVLA: An Efficient Vision-Language-Action Model for Combat Tasks in 3D Action Role-Playing Games,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09527
5632,2503.09320,2HandedAfforder: Learning Precise Actionable Bimanual Affordances from Human Videos,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09320
5633,2503.09186,Rethinking Bimanual Robotic Manipulation: Learning with Decoupled Interaction Framework,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09186
5634,2503.09078,Sequential Multi-Object Grasping with One Dexterous Hand,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09078
5635,2503.09040,Motion Blender Gaussian Splatting for Dynamic Scene Reconstruction,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09040
5636,2503.09018,Feasibility-aware Imitation Learning from Observations through a Hand-mounted Demonstration Interface,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.09018
5637,2503.08998,From Task-Specific Models to Unified Systems: A Review of Model Merging Approaches,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.08998
5638,2503.08978,TetraGrip: Sensor-Driven Multi-Suction Reactive Object Manipulation in Cluttered Scenes,2025-03-12,missing,1.0,https://arxiv.org/abs/2503.08978
5639,2503.16500,The Impact of VR and 2D Interfaces on Human Feedback in Preference-Based Robot Learning,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.16500
5640,2503.16492,FAM-HRI: Foundation-Model Assisted Multi-Modal Human-Robot Interaction Combining Gaze and Speech,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.16492
5641,2503.08950,FP3: A 3D Foundation Policy for Robotic Manipulation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08950
5642,2503.08858,SICNav-Diffusion: Safe and Interactive Crowd Navigation with Diffusion Trajectory Predictions,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08858
5643,2503.08622,Cross-Embodiment Robotic Manipulation Synthesis via Guided Demonstrations through CycleVAE and Human Behavior Transformer,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08622
5644,2503.08604,EMMOE: A Comprehensive Benchmark for Embodied Mobile Manipulation in Open Environments,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08604
5645,2503.08593,Proc4Gem: Foundation models for physical agency through procedural generation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08593
5646,2503.08558,Can We Detect Failures Without Failure Data? Uncertainty-Aware Runtime Failure Detection for Imitation Learning Policies,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08558
5647,2503.08548,TLA: Tactile-Language-Action Model for Contact-Rich Manipulation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08548
5648,2503.08545,Deformable Linear Object Surface Placement Using Elastica Planning and Local Shape Control,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08545
5649,2503.08375,Gait in Eight: Efficient On-Robot Learning for Omnidirectional Quadruped Locomotion,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08375
5650,2503.08372,MetaFold: Language-Guided Multi-Category Garment Folding Framework via Trajectory Generation and Foundation Model,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08372
5651,2503.08358,DG16M: A Large-Scale Dataset for Dual-Arm Grasping with Force-Optimized Grasps,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08358
5652,2503.08299,Distillation-PPO: A Novel Two-Stage Reinforcement Learning Framework for Humanoid Robot Perceptive Locomotion,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08299
5653,2503.08257,DexGrasp Anything: Towards Universal Robotic Dexterous Grasping with Physics Awareness,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08257
5654,2503.08222,Trajectory Optimization for In-Hand Manipulation with Tactile Force Control,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08222
5655,2503.08153,WISA: World Simulator Assistant for Physics-Aware Text-to-Video Generation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08153
5656,2503.08084,Instruction-Augmented Long-Horizon Planning: Embedding Grounding Mechanisms in Embodied Mobile Manipulation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08084
5657,2503.08061,ForceGrip: Reference-Free Curriculum Learning for Realistic Grip Force Control in VR Hand Manipulation,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08061
5658,2503.08029,Elastic Motion Policy: An Adaptive Dynamical System for Robust and Efficient One-Shot Imitation Learning,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08029
5659,2503.08007,MoRE: Unlocking Scalability in Reinforcement Learning for Quadruped Vision-Language-Action Models,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.08007
5660,2503.07989,Bio-Skin: A Cost-Effective Thermostatic Tactile Sensor with Multi-Modal Force and Temperature Detection,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.07989
5661,2503.07986,HEATS: A Hierarchical Framework for Efficient Autonomous Target Search with Mobile Manipulators,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.07986
5662,2503.07963,Hierarchical Contact-Rich Trajectory Optimization for Multi-Modal Manipulation using Tight Convex Relaxations,2025-03-11,missing,1.0,https://arxiv.org/abs/2503.07963
5663,2503.07926,"Learning Gentle Grasping Using Vision, Sound, and Touch",2025-03-11,missing,1.0,https://arxiv.org/abs/2503.07926
5664,2503.07771,RoboCopilot: Human-in-the-loop Interactive Imitation Learning for Robot Manipulation,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07771
5665,2503.07757,Focused Blind Switching Manipulation Based on Constrained and Regional Touch States of Multi-Fingered Hand Using Deep Learning,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07757
5666,2503.07700,A Task and Motion Planning Framework Using Iteratively Deepened AND/OR Graph Networks,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07700
5667,2503.07541,"Geometric Retargeting: A Principled, Ultrafast Neural Hand Retargeting Algorithm",2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07541
5668,2503.07528,Real-Time Structural Deflection Estimation in Hydraulically Actuated Systems Using 3D Flexible Multibody Simulation and DNNs,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07528
5669,2503.07481,Learning Physics-Based Full-Body Human Reaching and Grasping from Brief Walking References,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07481
5670,2503.07423,Advances in Hybrid Modular Climbing Robots: Design Principles and Refinement Strategies,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07423
5671,2503.07360,AffordDexGrasp: Open-set Language-guided Dexterous Grasp with Generalizable-Instructive Affordance,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07360
5672,2503.07135,VidBot: Learning Generalizable 3D Actions from In-the-Wild 2D Human Videos for Zero-Shot Robotic Manipulation,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07135
5673,2503.07111,PoseLess: Depth-Free Vision-to-Joint Control via Direct Image Mapping with VLM,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07111
5674,2503.07087,iManip: Skill-Incremental Learning for Robotic Manipulation,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07087
5675,2503.07049,VMTS: Vision-Assisted Teacher-Student Reinforcement Learning for Multi-Terrain Locomotion in Bipedal Robots,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07049
5676,2503.07017,How to Train Your Robots? The Impact of Demonstration Modality on Imitation Learning,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.07017
5677,2503.06960,A Data-Centric Revisit of Pre-Trained Vision Models for Robot Learning,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.06960
5678,2503.06869,Collective Behavior Clone with Visual Attention via Neural Interaction Graph Prediction,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.06869
5679,2503.06848,Eye-in-Finger: Smart Fingers for Delicate Assembly and Disassembly of LEGO,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.06848
5680,2503.06831,One-Shot Dual-Arm Imitation Learning,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.06831
5681,2503.06814,Unlocking Generalization for Robotics via Modularity and Scale,2025-03-10,missing,1.0,https://arxiv.org/abs/2503.06814
5682,2503.06802,A Physically Consistent Stiffness Formulation for Contact-Rich Manipulation,2025-03-09,missing,1.0,https://arxiv.org/abs/2503.06802
5683,2503.06788,Dubito Ergo Sum: Exploring AI Ethics,2025-03-09,missing,1.0,https://arxiv.org/abs/2503.06788
5684,2503.06736,"Safe, Task-Consistent Manipulation with Operational Space Control Barrier Functions",2025-03-09,missing,1.0,https://arxiv.org/abs/2503.06736
5685,2503.06669,AgiBot World Colosseo: A Large-scale Manipulation Platform for Scalable and Intelligent Embodied Systems,2025-03-09,missing,1.0,https://arxiv.org/abs/2503.06669
5686,2503.06261,"Segment Anything, Even Occluded",2025-03-08,missing,1.0,https://arxiv.org/abs/2503.06261
5687,2503.06227,GAT-Grasp: Gesture-Driven Affordance Transfer for Task-Aware Robotic Grasping,2025-03-08,missing,1.0,https://arxiv.org/abs/2503.06227
5688,2503.06170,Object-Centric World Model for Language-Guided Manipulation,2025-03-08,missing,1.0,https://arxiv.org/abs/2503.06170
5689,2503.05995,ReJSHand: Efficient Real-Time Hand Pose Estimation and Mesh Reconstruction Using Refined Joint and Skeleton Features,2025-03-08,missing,1.0,https://arxiv.org/abs/2503.05995
5690,2503.05887,MatchMaker: Automated Asset Generation for Robotic Assembly,2025-03-07,missing,1.0,https://arxiv.org/abs/2503.05887
5691,2503.05853,Enhancing Thin-Film Wafer Inspection With A Multi-Sensor Array And Robot Constraint Maintenance,2025-03-07,missing,1.0,https://arxiv.org/abs/2503.05853
